ID,Titulo,Empresa,Area,Nivel,Cidade,Estado,Modalidade,Tipo_Contrato,Salario_Min,Salario_Max,Experiencia_Min_Anos,Requisitos,Beneficios,Descricao,Data_Publicacao,Vagas_Disponiveis,Link_Inscricao
2246,Engenheiro de Machine Learning Pleno,LogicData Systems,Machine Learning,Pleno,Campinas,SP,Presencial,CLT,11219,16612,9,"Python, NLP, TensorFlow, Feedback construtivo, GCP, JavaScript, PyTorch, Algoritmos de ML, Redis, Resiliência, Persuasão, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Animi tempore quidem itaque quam repudiandae error. Enim illum repellendus amet velit animi quas.
Doloremque dolorum cum exercitationem accusantium. Itaque quisquam animi saepe.
Illum ex animi nesciunt id eligendi consequatur. Repudiandae vel sequi quia recusandae accusamus repellendus. Repudiandae corrupti iure aspernatur omnis voluptate.
Dolore modi aut doloremque quod ipsam eum. Nostrum deserunt dolor enim eligendi quia quas. Libero eveniet minus in tenetur architecto.",08/07/2023,3,https://carreiras.logicdatasystems.com.br/vaga/2246
2247,Engenheiro de IoT Júnior,QuantumCode Tecnologia,IoT,Júnior,São Paulo,SP,Híbrido,PJ,13591,15567,0,"C++, Sensores, MQTT, Empatia, Arduino, Raspberry Pi, Trabalho em equipe, Oracle, Sistemas Embarcados","Vale-Refeição, Vale-Transporte, Plano de Saúde","Autem recusandae minus iste laboriosam et odit minima. Ipsum odit molestias molestiae ex quibusdam. A voluptates neque iusto temporibus dolore deserunt.
Nesciunt ipsum itaque est officiis. Sunt nulla laborum voluptatem sunt blanditiis rem.
Quasi neque quae fuga ut molestias ea. Excepturi pariatur porro reprehenderit quo sunt. Quae animi iure omnis. Magnam ea sint deleniti natus repellat fuga voluptate.",12/12/2023,2,https://carreiras.quantumcodetecnologia.com.br/vaga/2247
2248,Analista de Testes Gerente,HyperNetworks Tecnologia,QA e Testes,Gerente,Curitiba,PR,Presencial,Trainee,10889,15777,7,"JUnit, .NET, Windows Server, Gerenciamento de conflitos, Automação de Testes, Spark, Inteligência emocional, Testes Unitários, Selenium, Resolução de problemas, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Debitis ducimus cupiditate qui recusandae debitis. Dolorum fuga dolorum est.
Voluptates aspernatur perferendis nulla. Blanditiis architecto aspernatur necessitatibus error.
Consequuntur velit nulla voluptates tempora odio.
Et animi alias pariatur. Voluptatum labore omnis blanditiis. Consectetur suscipit similique nesciunt.
Vitae voluptates impedit sint illo numquam. Quo eaque quasi numquam eaque totam adipisci libero.",07/09/2023,4,https://carreiras.hypernetworkstecnologia.com.br/vaga/2248
2249,Pentester Sênior,HyperIT,Segurança da Informação,Sênior,Manaus,AM,Remoto,PJ,19453,28000,4,"Python, DevOps, Mentalidade de crescimento, Resiliência, Empatia, Segurança de Redes, Gerenciamento de conflitos, Pentest","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Necessitatibus molestias porro mollitia nesciunt. Inventore nemo a qui. Accusantium beatae autem. Voluptas perspiciatis neque recusandae distinctio vel.
Ipsa esse voluptatem harum aspernatur expedita. Corporis rerum ab laboriosam at ducimus odit. Et praesentium veniam et excepturi vel laudantium.
Delectus qui cupiditate quos voluptas optio omnis doloribus. Modi incidunt aut vel.
Voluptas aspernatur est ea sint perspiciatis. Numquam accusamus occaecati aliquam.",09/08/2024,3,https://carreiras.hyperit.com.br/vaga/2249
2250,Arquiteto de Cloud Júnior,FutureDigital,Cloud Computing,Júnior,São Gonçalo,RJ,Presencial,Estágio,11905,18756,0,"C++, Criatividade, Network Security, MySQL, Gerenciamento de conflitos, SaaS, Organização, Django, Pensamento crítico, Scrum, PaaS","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Repellat ab adipisci perspiciatis minima blanditiis. Excepturi quod amet asperiores totam consectetur.
Iste facere sapiente fuga ea nemo. Assumenda eum expedita corrupti et debitis voluptatum. Distinctio voluptatum asperiores labore.
Libero aut tempore maxime dolores similique officiis enim.
Maxime distinctio eum minus labore nihil exercitationem. Hic in laborum ipsum adipisci unde sunt.
Perferendis tenetur expedita fuga sapiente. Vitae vitae minus fuga id laudantium.",27/04/2023,4,https://carreiras.futuredigital.com.br/vaga/2250
2251,Desenvolvedor iOS Sênior,VisionSoft Tecnologia,Desenvolvimento Mobile,Sênior,Guarulhos,SP,Presencial,Temporário,12397,16330,6,"Java, Android Studio, Flutter, Gestão de tempo, Docker, Hadoop, Scrum, React, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Quia dignissimos esse aut. Cum repellat voluptatibus non. Sequi temporibus iure dolores officia. Iusto dignissimos adipisci illo.
Corporis adipisci libero similique. Tempore aspernatur ad reprehenderit minima animi.
Voluptatibus possimus non alias autem. Provident nobis delectus sunt quis minima. Consequuntur aliquam laborum pariatur qui voluptatem alias.
Est ex nulla laborum asperiores dolor possimus. Repellendus error harum harum officiis pariatur. Corrupti at omnis quibusdam cum magnam.",26/01/2024,3,https://carreiras.visionsofttecnologia.com.br/vaga/2251
2252,Desenvolvedor Full-Stack Diretor,DataCorp Ltda.,Desenvolvimento Full-Stack,Diretor,Duque de Caxias,RJ,Presencial,PJ,8697,10947,3,"Networking, Node.js, Swift, TypeScript, Organização, Inteligência emocional, PostgreSQL, Pensamento crítico, SQL, REST API, React","Vale-Refeição, Vale-Transporte, Plano de Saúde","Quisquam reprehenderit ab autem sit nobis quasi modi. Dicta dicta blanditiis qui corrupti.
Autem repellendus ex nisi hic nesciunt. Repudiandae excepturi dolores voluptate facere rerum.
Soluta iusto dolorum natus culpa nam.
Ab nostrum deserunt sunt expedita. Ducimus debitis nulla ad ullam quisquam autem. Modi praesentium excepturi.
Odit nostrum eveniet ad eaque asperiores tempora inventore. Qui expedita adipisci aut nesciunt eum. Praesentium rerum adipisci repellendus aperiam dolores deserunt.",05/03/2024,1,https://carreiras.datacorpltda.com.br/vaga/2252
2253,Arquiteto de Dados Pleno,OmniCloud Tech,Engenharia de Dados,Pleno,Belém,PA,Híbrido,CLT,8695,10438,3,"Python, Spark, NoSQL, Tableau, Trabalho em equipe, SQL, CI/CD, Resolução de problemas, Hadoop","Vale-Refeição, Vale-Transporte, Plano de Saúde","Consequatur sint tempora eaque quibusdam. Deleniti nesciunt accusantium eligendi molestias similique.
Et odio ea quis laudantium. Illum possimus blanditiis minima magnam adipisci iste. Temporibus veritatis voluptatum temporibus dolores aliquid.
Voluptatem nulla autem aliquam numquam facilis. A veritatis quia corporis laudantium occaecati ab. Provident dicta voluptate neque numquam mollitia.",20/06/2023,1,https://carreiras.omnicloudtech.com.br/vaga/2253
2254,Arquiteto de Soluções Júnior,InnoData Inc.,Arquitetura de Software,Júnior,Belém,PA,Híbrido,Estágio,15778,19792,0,"UML, API Design, Docker, Comunicação, Microserviços, Resolução de problemas, Rust, SOA","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Sunt quos tenetur iste repellendus beatae. Quasi totam consequatur minima corrupti. Consequatur nesciunt aperiam natus praesentium. Esse aspernatur doloremque a dolore repellat.
Dolore esse quam cumque eaque quaerat quasi voluptate. Suscipit consequuntur inventore adipisci. Ad eaque nostrum illo.
Libero modi doloremque quidem deserunt. Alias nulla earum illo. Illum quibusdam blanditiis atque pariatur.",22/02/2024,4,https://carreiras.innodatainc.com.br/vaga/2254
2255,SysAdmin Gerente,SecureNet Ltda.,Administração de Sistemas,Gerente,Goiânia,GO,Híbrido,Temporário,8860,14452,5,"Java, Linux, Go, Spring, Gestão de tempo, Gerenciamento de conflitos, Spark, Redis, Pensamento crítico, Active Directory, Shell Script","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Impedit quae perferendis adipisci ipsam quidem. Dolorem maxime vitae fugit officia blanditiis. Eaque corporis alias.
Atque illo sint iure cupiditate possimus beatae. Eos illum nesciunt quo odit reprehenderit.
Fuga dignissimos accusantium dolorem quibusdam. Occaecati unde inventore fuga esse vitae accusantium maiores.
Itaque consequatur nihil inventore velit. Quia esse eaque modi mollitia facilis est. Doloribus itaque sed voluptatem deleniti magni cumque officiis.",12/08/2024,5,https://carreiras.securenetltda.com.br/vaga/2255
2256,UX Designer Especialista,LogicIT,UX/UI Design,Especialista,Maceió,AL,Presencial,Estágio,12752,17925,10,"Sketch, Negociação, AWS, Adobe XD, Windows Server, Figma, Wireframing, Jenkins, MongoDB, Pensamento crítico, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Saepe voluptatibus minima sed sequi. Non doloremque dicta provident itaque a sequi. Esse voluptas ipsam explicabo nobis.
Debitis ab consectetur accusantium explicabo molestias. Nulla tempora quibusdam quidem voluptatum. Commodi est totam blanditiis facilis.
Veritatis dolore doloribus inventore. Unde rerum expedita animi et nam. Voluptatem distinctio sunt commodi a unde exercitationem.
Odit aliquam voluptatibus quos. Voluptates omnis quod ab ipsa iste. Amet in ut sapiente.",08/07/2024,2,https://carreiras.logicit.com.br/vaga/2256
2257,Desenvolvedor Full-Stack Sênior,FutureCompute Inc.,Desenvolvimento Full-Stack,Sênior,Recife,PE,Remoto,Trainee,17772,22580,8,"C++, Networking, Comunicação, Inteligência emocional, Kubernetes, MongoDB, REST API, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Nemo consequatur velit modi. Temporibus ex eos quae atque quidem vitae.
Ab quaerat quia alias inventore commodi. Ipsam maxime animi natus.
Doloremque libero atque autem deserunt perspiciatis fugiat nobis. Accusantium corporis at ut architecto. Vitae ad provident explicabo facilis velit quas.
Minima magnam voluptatum magni earum. Praesentium earum distinctio optio vitae cupiditate. Cupiditate expedita fugit modi.
Fugiat cupiditate maiores officiis iusto libero.",17/12/2023,5,https://carreiras.futurecomputeinc.com.br/vaga/2257
2258,Técnico de Suporte Sênior,LogicTechnologies,Suporte Técnico,Sênior,Belém,PA,Presencial,Temporário,12447,14192,3,"Linux, Go, Tomada de decisão, Empatia, Suporte ao Usuário, TensorFlow, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Ipsam doloribus iste voluptas id iste voluptatem delectus. Tempore itaque neque dolore. Ut sunt quaerat totam soluta.
Enim assumenda cum asperiores. Voluptate hic accusantium necessitatibus. Porro placeat sed architecto quasi fugit laboriosam.
Quod dolore in ipsum. Tenetur neque atque. Quibusdam maiores autem neque minus.
Eveniet nemo perferendis minus voluptatibus. Deserunt neque ipsam quod maiores unde. Magnam iste nesciunt atque impedit.",28/01/2024,2,https://carreiras.logictechnologies.com.br/vaga/2258
2259,Engenheiro de Cloud Diretor,CyberCompute Soluções,Cloud Computing,Diretor,São Paulo,SP,Presencial,CLT,5596,7977,1,"Azure, Power BI, .NET, AWS, Gestão de tempo, Tomada de decisão, SaaS, IaaS, Hadoop, PaaS","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Sunt consequuntur nisi eius tenetur.
Neque temporibus voluptas architecto illum consectetur. Odit voluptatibus doloribus at modi fugit.
Aut est qui laboriosam veniam ullam est qui. Soluta similique facere temporibus a quasi.
Distinctio voluptatum blanditiis ut porro doloribus dolore. Quaerat consectetur fugiat et nisi maiores ab aspernatur. Quasi est deleniti ullam.
Est ut iure provident. Voluptatibus autem similique veniam quod nam dolorum autem.",08/06/2023,3,https://carreiras.cybercomputesoluções.com.br/vaga/2259
2260,Analista de Dados Especialista,CyberIT,Ciência de Dados,Especialista,Porto Alegre,RS,Remoto,Estágio,7690,12591,10,"R, Go, Adaptabilidade, PHP, Pandas, Gerenciamento de conflitos, TensorFlow, Redis, Estatística","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Sunt quis laborum aliquam earum. Sequi officiis qui. Eos error ratione quae ad asperiores nesciunt.
Repudiandae tempore officia asperiores. Id nostrum unde tempore impedit. Ipsa veniam dolore qui aliquam error eius voluptatem.
Saepe molestiae porro tempora error atque labore. Eius praesentium nemo iure adipisci eius.
Perspiciatis modi quam.
Incidunt dignissimos minus nulla necessitatibus illum. Provident modi aspernatur nostrum. Voluptatem aperiam alias.",09/02/2024,1,https://carreiras.cyberit.com.br/vaga/2260
2261,Desenvolvedor Mobile Júnior,GoldenByte Systems,Desenvolvimento Mobile,Júnior,Rio de Janeiro,RJ,Remoto,Trainee,2380,6803,0,"Angular, .NET, Gestão de tempo, Swift, React Native, Empatia, Kotlin, Spark, Kubernetes, iOS, Liderança, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Quis dignissimos quos eveniet accusantium inventore cumque inventore. Ea pariatur earum corrupti quis nisi voluptatum impedit.
Adipisci molestiae numquam quod porro incidunt ea. Soluta eaque suscipit repudiandae molestias cumque.
Ex neque odit porro laudantium explicabo enim.
Ducimus exercitationem aut ut. Enim itaque sapiente cupiditate dolor. Magnam ipsum minima laboriosam quibusdam cumque.
Occaecati architecto harum distinctio facilis perferendis nemo. Omnis soluta beatae.",14/11/2024,5,https://carreiras.goldenbytesystems.com.br/vaga/2261
2262,QA Engineer Pleno,ByteWise Inc.,QA e Testes,Pleno,Curitiba,PR,Remoto,Estágio,17239,24596,5,"JUnit, C++, Angular, Networking, Vue.js, Automação de Testes, Testes de Integração, Organização, Inteligência emocional, Testes Unitários, Selenium, Jenkins, Cybersecurity","Vale-Refeição, Vale-Transporte, Plano de Saúde","Sit voluptates doloremque modi. Facilis placeat ipsa omnis. Officia numquam ab officia rerum minima.
Quisquam magnam illo. Quam unde ut voluptatibus accusantium iste. Magni excepturi consequuntur nisi ut aliquam nihil ducimus.
Nesciunt molestiae sapiente cupiditate iure earum. Facilis reiciendis harum quae repellat ut accusamus temporibus. Asperiores placeat magnam pariatur nostrum eius alias. Magnam ullam at adipisci deleniti vero consectetur.",19/08/2023,3,https://carreiras.bytewiseinc.com.br/vaga/2262
2263,Analista de Redes Gerente,SilverStream Soluções,Administração de Redes,Gerente,São Luís,MA,Remoto,Estágio,14669,22712,8,"TCP/IP, Node.js, Mentalidade de crescimento, Feedback construtivo, Comunicação, Roteadores, PostgreSQL, Resolução de problemas, Cybersecurity, React","Vale-Refeição, Vale-Transporte, Plano de Saúde","Praesentium dignissimos quam. Accusantium eum perferendis perferendis fuga quisquam. Atque porro doloribus a earum perspiciatis harum.
Nobis alias iusto sapiente ullam dolor voluptates. Ex eaque voluptatem.
Repellendus veniam suscipit alias excepturi eos consequuntur. Mollitia cum quae reiciendis at nesciunt.
Pariatur magni quasi veniam minus ducimus laborum libero. Doloribus corrupti minima velit fuga odit eos accusamus.
Recusandae optio iste. Quas illum debitis reiciendis repellendus.",11/01/2023,2,https://carreiras.silverstreamsoluções.com.br/vaga/2263
2264,Administrador de Banco de Dados Sênior,CloudMind Inc.,Banco de Dados,Sênior,Brasília,DF,Híbrido,PJ,3908,12540,6,"Modelagem de Dados, Networking, Tomada de decisão, Vue.js, Redis, Gerenciamento de conflitos, Spark, Ruby, SQL, MongoDB, Adaptabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Cupiditate porro necessitatibus officia est occaecati beatae. Magnam nostrum ad aliquam id.
Excepturi nostrum itaque earum similique. Nihil odio eum accusantium exercitationem.
A recusandae impedit omnis. Sunt inventore iste.
Accusamus at consequuntur ipsum vitae vel. Voluptatem ad sint. Impedit praesentium iusto harum corporis reiciendis.
Ipsum sint optio facilis fugit odit. Provident assumenda sit esse nobis ut similique.",15/09/2024,2,https://carreiras.cloudmindinc.com.br/vaga/2264
2265,Analista de Redes Pleno,GlobalTech,Administração de Redes,Pleno,Curitiba,PR,Presencial,Temporário,2496,6189,7,"TCP/IP, Negociação, VPN, Roteadores, SQL, VLAN, Hadoop, Cybersecurity, Cisco, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Animi pariatur deserunt amet totam iure. Magni doloremque doloribus aliquid.
Perspiciatis voluptate sunt distinctio expedita occaecati laborum. Esse pariatur nemo aspernatur. Nihil eos ex in ducimus temporibus veritatis tempora. Quis maxime labore esse sapiente dolore.
Voluptatum ullam delectus ut dolorem. Soluta illum quis harum distinctio fuga.
Occaecati sequi quidem. Aperiam exercitationem molestias excepturi ea accusamus molestiae.",26/04/2023,5,https://carreiras.globaltech.com.br/vaga/2265
